Class;Cause;Source;Target;Total;findbugsScary;findbugsBadPractice;findbugsStyle;findbugsAll;pmdPriority;pmdCodeSize;pmdDesign;pmdCoupling;pmdAll;duplicated_lines;violations;code_smells;sqale_index;sqale_debt_ratio;bugs;vulnerabilities;Instability
UndoableAddOrRemoveGroup;FALSE;FALSE;FALSE;FALSE;5;5;5;5;4;5;5;4;4;5;5;5;4;3;5;5;3
UndoableChangeAssignment;FALSE;FALSE;FALSE;FALSE;5;5;5;5;3;4;5;4;3;5;2;2;2;1;5;5;4
UndoableChangeEntriesOfGroup;FALSE;FALSE;FALSE;FALSE;5;5;5;4;4;4;5;3;2;5;3;3;4;5;5;5;3
UndoableChangeType;FALSE;FALSE;FALSE;FALSE;5;5;5;5;3;4;4;2;2;5;2;2;2;2;5;5;2
UndoableKeyChange;FALSE;FALSE;FALSE;FALSE;5;5;5;5;3;4;4;2;2;5;4;4;4;4;5;5;3
UndoableModifyGroup;FALSE;FALSE;FALSE;FALSE;5;5;5;5;3;4;4;3;3;5;5;5;3;3;5;5;4
UndoableMoveGroup;FALSE;FALSE;FALSE;FALSE;5;5;5;5;3;4;4;4;3;5;5;5;2;1;5;5;4
UndoableUnabbreviator;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;3;2;5;2;2;2;2;5;5;4
UnicodeToLatexFormatter;FALSE;FALSE;FALSE;FALSE;5;5;5;5;4;4;4;4;4;5;4;4;4;4;5;5;2
UnicodeToReadableCharMap;FALSE;FALSE;FALSE;FALSE;5;5;5;5;3;4;4;2;1;5;3;3;3;1;5;5;1
UnknownExternalFileType;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;1;5;2;2;2;4;5;5;2
UnsupportedVersionException;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;1;5;2;2;2;4;5;5;5
UpperCaseFormatter;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;3;2;5;2;2;2;2;5;5;3
UrlDragDrop;FALSE;FALSE;FALSE;FALSE;5;5;5;4;4;5;4;4;4;5;5;5;5;4;5;5;5
URLUtil;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;5;3;3;5;4;4;4;5;5;5;1
WaitForSaveOperation;FALSE;FALSE;FALSE;FALSE;5;5;5;4;4;4;5;2;3;5;2;2;2;1;5;5;4
Warn;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;1;5;2;2;2;5;5;5;1
WarnAssignmentSideEffects;FALSE;FALSE;FALSE;FALSE;5;5;5;5;4;4;5;3;3;5;5;5;4;5;5;5;3
VerifyingWriter;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;2;5;2;2;2;1;5;5;1
Version;FALSE;FALSE;FALSE;FALSE;5;5;5;5;4;4;5;3;4;5;3;3;3;2;5;5;1
VersionWorker;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;3;3;5;4;3;3;2;5;5;4
VerticalLabelUI;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;4;4;5;2;2;2;1;5;5;1
WidthFunction;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;3;2;5;3;3;3;5;5;5;4
Windows;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;4;3;5;3;3;3;2;5;5;4
VM;FALSE;FALSE;FALSE;FALSE;5;5;5;4;5;5;5;5;5;5;5;5;5;4;5;5;4
VMException;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;1;5;2;2;2;4;5;5;1
Word;FALSE;FALSE;FALSE;FALSE;5;5;5;5;4;4;5;4;3;5;2;2;2;1;5;5;1
Worker;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;1;5;2;2;2;5;5;5;1
WrapContent;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;4;2;2;5;2;2;2;2;5;5;2
WrapLayout;FALSE;FALSE;FALSE;FALSE;5;5;5;4;4;4;5;3;3;5;4;4;3;3;5;5;1
WriteXMPAction;FALSE;FALSE;FALSE;FALSE;5;5;5;5;4;5;4;5;5;5;5;5;5;5;5;5;5
WriteXMPEntryEditorAction;FALSE;FALSE;FALSE;FALSE;5;5;5;4;5;5;5;5;4;5;5;5;4;4;5;5;5
XMLChars;FALSE;FALSE;FALSE;FALSE;5;5;5;4;5;4;4;4;4;5;4;4;3;2;5;5;2
XmlCharsMap;FALSE;FALSE;FALSE;FALSE;5;5;5;5;3;4;4;2;1;5;5;5;5;5;5;5;1
XMLUtil;FALSE;FALSE;FALSE;FALSE;5;5;5;4;3;4;5;3;2;5;4;4;4;5;5;5;5
XmpPrefsTab;FALSE;FALSE;FALSE;FALSE;5;5;5;5;5;5;4;4;5;5;4;4;4;3;5;5;4
ZipFileChooser;FALSE;FALSE;FALSE;FALSE;5;5;5;5;4;4;5;3;4;5;5;4;5;5;5;5;4
